poiName,count,rating,uniqueCars,avgDistance,poiLocationLat,poiLocationLon,latitudesOfSearcher,longitudesOfSearcher,clickTimes
센텀그린타워,1,2,1,50.57,35.17461558803916,129.12696867249906,35.2321922,128.5748719,1623634787777
대천해수욕장1주차장,1,2,1,138.16,36.32062769494951,126.5117355901748,37.5174764,126.929144,1623650718376
스타필드고양,1,2,1,3.19,37.646929090842605,126.89480340108275,37.6263682,126.9201158,1623639768661
스타필드시티 명지점,1,2,1,19.48,35.09321196936071,128.91835156828165,35.2061536,129.0821014,1623633915182
김해금관가야휴게소 부산방향,1,2,1,15.44,35.2704150415957,129.00407262146473,35.1744785,129.1270202,1623657944039
신경주역 KTX,1,2,1,274.58,35.79836077988148,129.13907440379262,37.5174764,126.929144,1623651203502
신촌역,1,2,1,329.55,37.5597552023828,126.94219283759594,35.1744785,129.1270202,1623650388340
꽃지해수욕장1주차장,1,2,1,125.14,36.49626351892948,126.33676503784955,37.5174764,126.929144,1623650759054
안동하회마을,1,2,1,178.11,36.5392770152539,128.5179882030934,37.5174764,126.929144,1623650438054
꽃지해수욕장,1,2,1,125.4,36.49413300678134,126.3357331417501,37.5174764,126.929144,1623650752791
여수시청,1,2,1,313.56,34.76040196605027,127.66230820678174,37.5174764,126.929144,1623651506642
영흥북로 374-25,1,2,1,52.58,37.28215092793107,126.48754491470754,37.5554513,126.9733912,1623634929933
옥산휴게소,1,2,1,90.86,35.99084381014109,129.1690387018025,35.1744785,129.1270202,1623657702544
옥산휴게소 부산방향,1,2,1,228.56,36.65775127708912,127.36981029622257,35.1744785,129.1270202,1623657712154
무안국제공항,1,2,1,284.83,34.993727495893836,126.38534327968955,37.5174764,126.929144,1623651427960
