poiName,count,rating,uniqueCars,avgDistance,poiLocationLat,poiLocationLon,latitudesOfSearcher,longitudesOfSearcher,clickTimes
오산역,4,5,1,46.39,37.14473281055689,127.06664473749697,"37.5553515,37.5553515,37.5553515,37.5553515","126.9740703,126.9740703,126.9740703,126.9740703",1623287321386
임진각,3,4,1,42.62,37.89112259633839,126.74054620787501,"37.5551979,37.5551988,37.5551988","126.9739994,126.9739564,126.9739564",1623287415218
신세계백화점 본점,2,3,1,0.65,37.56092766299844,126.9811182282865,"37.5648492,37.5558024","126.9810614,126.973839",1623290545538
동서울TG,2,3,1,12.34,37.51729222945869,127.22147692926228,"37.5553222,37.497655","126.9740977,127.2344795",1623287000125
남영역 서울1호선 1번출구,2,3,1,7.04,37.541675018146634,126.97138449177146,"37.5673471,37.5673471","126.8984248,126.8984248",1623290366697
전주역 KTX,2,3,1,190.31,35.85046302527189,127.16204001568258,"37.5553515,37.5553515","126.9740703,126.9740703",1623287376038
서울동호초등학교,2,3,1,8.66,37.546412386000156,127.01020510867238,"37.6130968,37.5748858","127.1347652,127.0391345",1623293091738
강남대로 전시장 - 서비스센터,2,3,1,6740.67,37.48873089440167,127.03247792087495,",35.4374382",",129.2030412",1623301896406
센텀그린타워,1,2,1,327.44,35.17461558803916,129.12696867249906,37.5551988,126.9739564,1623300041745
서피비치,1,2,1,319.37,38.02774937823415,128.7175315618515,35.1744785,129.1270202,1623319789805
센텀그린타워  기타지역건물  ★ 4.5/5,1,2,1,326.49,35.17461558803916,129.12696867249906,37.5174974,126.9291782,1623307890258
수원역,1,2,1,28.59,37.266517924144864,126.9995372928679,37.5175074,126.9291554,1623309021766
우암산,1,2,1,109.21,36.649551931768656,127.50534541904926,37.5175074,126.9291554,1623292943188
아눅수성,1,2,1,75.35,35.826705526560545,128.64347878843546,35.2554996,129.0914439,1623304753060
아눅앞산,1,2,1,79.78,35.83224495872855,128.57517541386187,35.2506291,129.0915449,1623304720725
양양국제공항,1,2,1,158.84,38.059779815375805,128.6645839177072,37.5550946,126.9730866,1623309373449
여수시청,1,2,1,288.54,34.76040196605027,127.66230820678174,37.3156972,127.103464,1623305938510
오부친환경영농조합법인,1,2,1,0.44,35.5015922896564,127.89219279773533,35.5053888,127.893635,1623295191247
북악산,1,2,1,4.16,37.59311802685261,126.97356370277703,37.5557058,126.9727491,1623309023900
웨스틴조선호텔 서울,1,2,1,3.27,37.56450212560594,126.98011877015233,37.5921624,126.9676772,1623309337100
임고하이패스TG,1,2,1,231.32,36.055009458214045,129.00870320387185,37.5370692,127.1854544,1623290525630
자산시티빌아파트,1,2,1,295.74,35.2045813947916,128.56000416912138,37.5174983,126.9291409,1623327108367
퍼펙트아이스,1,2,1,6.36,37.56860548630357,126.8967211805284,37.5174679,126.9291532,1623314460027
해운대 서비스센터,1,2,1,0.41,35.17573490738869,129.13127093575895,35.1744785,129.1270202,1623318746388
홈플러스 월드컵점,1,2,1,7.49,37.56753947585821,126.89819186925888,37.5316742,126.9701205,1623289265933
롯데월드,1,2,1,14.75,37.51109833829105,127.09817972034216,37.5191633,126.9312499,1623314368894
drag.nuggets.grant,1,2,1,5.46,37.50680495984852,126.98482504114509,37.5551568,126.9739222,1623287854538
가보자,1,2,1,12.52,35.09984741918743,129.0241418313235,35.1746638,129.1269777,1623309879618
"경기, 화성시, 병점동",1,2,1,42.68,37.2018170915544,127.02805847860873,37.5710061,127.1603347,1623289928583
경주시청,1,2,1,76.32,35.856219716370106,129.2247484344989,35.1744785,129.1270202,1623307450245
경포대,1,2,1,175.93,37.795071601867676,128.89665316790342,37.5174991,126.9291715,1623294490050
광성고등학교,1,2,1,20.65,37.5485532078892,126.9365084823221,37.5684767,127.1694177,1623292729918
낙산사,1,2,1,331.06,38.12472020275891,128.62739358097315,35.1744785,129.1270202,1623319799234
동여주하이패스TG,1,2,1,63.99,37.39996620453894,127.67232399433851,37.5553222,126.9740977,1623285468293
동인천역 서울1호선 5번출구,1,2,1,44.59,37.47493067756295,126.63136546500027,37.3326853,127.1033858,1623308456348
동인천역 서울1호선 7번출구,1,2,1,44.25,37.47514449991286,126.63086389191449,37.2938431,127.0767048,1623308875952
롯데마트 행당역점,1,2,1,10.39,37.55659162066877,127.02881159260869,37.6103727,127.1252256,1623293175437
롯데백화점 본점,1,2,1,1.26,37.56472340784967,126.98176296427846,37.5551968,126.9739226,1623289243249
서울법원서울중앙지방법원,1,2,1,7.49,37.49604661948979,127.01153548434377,37.5568488,126.9750679,1623309420976
롯데프리미엄아울렛 이천점,1,2,1,19.15,37.24269613623619,127.39919456653297,37.377586,127.5338614,1623308147031
롯데호텔 월드,1,2,1,15.06,37.51148742623627,127.1000945661217,37.51779,126.9295762,1623306111047
마곡GMG엘스타,1,2,1,9.85,37.55969895981252,126.8309430219233,37.5175074,126.9291554,1623288989097
명륜진사갈비 대구테크노폴리스점,1,2,1,0.14,35.69264695979655,128.455895986408,35.6917922,128.4570599,1623295990815
문경새재도립공원,1,2,1,59.62,36.763875810429454,128.07658787816763,37.1868725,128.4890624,1623305744467
문화비축기지,1,2,1,7.83,37.5710972584784,126.89404517412186,37.5583409,126.981422,1623291239331
벤츠 삼성전시장,1,2,1,1.58,37.50455282628536,127.06618163734674,37.5181398,127.0712314,1623315339080
봉하마을공영주차장,1,2,1,296.56,35.31349156983197,128.77022012136877,37.5551988,126.9739564,1623301422469
CU 916샛강역점,1,2,1,0.02,37.51735048368573,126.92924707196653,37.5175074,126.9291554,1623308944523
샘골리빙룸,1,2,1,145.65,37.563676005229354,126.93153424188495,37.1823661,128.5083672,1623305704561
서울방송고등학교,1,2,1,13.84,37.54743271507323,127.01040350832045,37.6048566,127.1497187,1623292938683
