poiName,count,rating,uniqueCars,avgDistance,poiLocationLat,poiLocationLon,latitudesOfSearcher,longitudesOfSearcher,clickTimes
전주역 KTX,2,3,1,190.3,35.85046302527189,127.16204001568258,"37.5552093,37.5552093","126.9738699,126.9738699",1623113356125
조수.엄청난.석사,2,3,1,0.02,37.555343974381685,126.97423500940204,"37.5553555,37.5553555","126.9739634,126.9739634",1623130421528
롯데월드타워,2,3,1,9.57,37.512573301792145,127.10256680846214,"37.5272777,37.5553515","127.0272299,126.9740703",1623124251677
직장,2,3,1,1.63,37.540589394047856,126.97229116223752,"37.555151,37.555151","126.973997,126.973997",1623129987607
더신촌S덮죽,2,3,1,86.92,36.03871042840183,129.36720063909888,"35.1699846,35.3707582","129.1374566,129.2491977",1623117894801
춘천시청,2,4,2,202.31,37.881255839020014,127.72998771630228,"37.548878,35.1728373","126.9427859,129.1311359",1623132188523
포항시청,2,3,1,271.45,36.01903634145856,129.34329939074814,"37.555151,37.555151","126.973997,126.973997",1623128721253
금정 전시장 - 서비스센터 - 인증 중고차 전시장,2,3,1,12.48,35.25512292981148,129.0916899126023,"35.1374134,35.1512113","129.1119013,129.115245",1623137433427
LH광교호수마을휴먼시아32단지아파트,2,3,1,1.22,37.2940906137228,127.06600218079984,"37.2996245,37.2815947","127.0674847,127.0528077",1623121240534
자산시티빌아파트,1,2,1,295.74,35.2045813947916,128.56000416912138,37.5174739,126.9291508,1623117954083
환여횟집,1,2,1,13.03,36.06438000686467,129.3839859869331,35.9473093,129.3892812,1623121989840
이마트 성수점,1,2,1,7.19,37.539844661951065,127.05331516452134,37.5553354,126.9741002,1623119468628
집,1,2,1,5.44,37.51001598313451,126.95007962174714,37.555151,126.973997,1623130809354
웨스틴조선호텔 부산,1,2,1,329.62,35.15603198669851,129.1540910024196,37.5175027,126.9291486,1623122494469
용산역 KTX,1,2,1,3.38,37.5297387689352,126.96425769478083,37.5174764,126.929144,1623133894319
Gwangalli Beach,1,2,1,324.07,35.15262390486896,129.11801512353122,37.5246419,127.0154106,1623132995395
문화비축기지주차장,1,2,1,7.17,37.56950570270419,126.89478429034352,37.5553395,126.9741033,1623127788785
Seoul Square,1,2,1,0.73,37.55557003431022,126.97375556454062,37.5491582,126.9719531,1623123083573
Yeonsan Junction,1,2,1,4.31,35.18607188947499,129.0817146934569,35.17448,129.1270165,1623120092285
경성대학교,1,2,1,328.08,35.139579735696316,129.0974153392017,37.5235383,126.9390625,1623150118951
기장 전시장,1,2,1,9.4,35.18803392536938,129.21232586726546,35.1541907,129.1175147,1623145752940
남산도서관,1,2,1,0.7,37.55296058021486,126.98141561821103,37.5553649,126.9741312,1623127529627
남영역(서울1호선)ㅎㅎㅎㅎㅎ,1,2,1,1.72,37.54014993086457,126.97062986902893,37.5553555,126.9739634,1623129871246
대구역,1,2,1,236.15,35.87600653991103,128.59630946069956,37.555151,126.973997,1623127562992
따릉이대여소 문화비축기지,1,2,1,7.19,37.56910353899002,126.89445513300598,37.5553395,126.9741033,1623127797465
래미안프리미어팰리스아파트,1,2,1,0.69,37.537777768447995,127.08155178464949,37.5321153,127.0847071,1623127974453
문화비축기지,1,2,1,7.27,37.5710972584784,126.89404517412186,37.5553395,126.9741033,1623127783520
신촌역,1,2,1,6.73,37.5597552023828,126.94219283759594,37.5051859,126.9752886,1623131401146
버거킹 부산센텀시티점,1,2,1,0.49,35.17190923914313,129.13143656216562,35.17448,129.1270165,1623119245219
부경대학교대연캠퍼스장영실관주차장,1,2,1,329.12,35.13462678529322,129.10891187377274,37.5174722,126.9291611,1623120027950
부산 북구 전시장 - 서비스센터,1,2,1,11.98,35.2154918666929,129.00506587699056,35.17448,129.1270165,1623119303731
분당 정자 전시장,1,2,1,22.54,37.360236905515194,127.10559787228703,37.5172687,126.9441863,1623132408202
삼성 서비스센터,1,2,1,319.66,37.51015889458358,127.04598192125559,35.17448,129.1270165,1623132290853
서울숲힐스테이트아파트,1,2,1,3.29,37.541429763659835,127.05241117626429,37.5303758,127.0869624,1623128024658
서울특별시청,1,2,1,6.98,37.566667003557086,126.97836787439883,37.5174764,126.929144,1623134318339
스타벅스 디큐브거제점,1,2,1,11.5,34.89097751677036,128.61602780409157,34.9598561,128.710111,1623120746057
스타벅스 롯데캐슬여의도점  ★ 4.5/5,1,2,1,1.1,37.52019027248025,126.92632623016834,37.523083,126.9382188,1623137788672
신성반도체  주요기업본사  ★ 4.5/5,1,2,1,3.78,37.48699743300676,126.91013616509736,37.5174708,126.9291574,1623137298703
